#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120  16
# Band-Index    1
   0.11307      3.329424  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   0.15076      3.366244  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   0.18844      3.413589  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   0.22613      3.471460  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   0.26382      3.539858  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   0.30151      3.618782  0.018  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.020
   0.33920      3.708230  0.018  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.020
   0.37689      3.808197  0.018  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.020
   0.41458      3.918677  0.018  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.020
   0.45227      4.039663  0.018  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.020
   0.48996      4.171143  0.018  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.020
   0.52764      4.313105  0.016  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.020
   0.56533      4.465534  0.016  0.002  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.022
   0.60302      4.628411  0.016  0.002  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.022
   0.64071      4.801714  0.016  0.002  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.022
   0.67840      4.985417  0.016  0.002  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.022
   0.71609      5.179485  0.014  0.002  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.022
   0.75378      5.383877  0.014  0.002  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.022
   0.79147      5.598537  0.014  0.002  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.024
   0.82916      5.823386  0.014  0.002  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.024
   0.86684      5.977895  0.000  0.000  0.544  0.000  0.000  0.000  0.000  0.000  0.000  0.544
   0.90453      5.632034  0.000  0.000  0.548  0.000  0.000  0.000  0.000  0.000  0.000  0.548
   0.94222      5.279666  0.000  0.000  0.544  0.000  0.000  0.000  0.000  0.000  0.000  0.544
   0.97991      4.926822  0.000  0.000  0.536  0.000  0.000  0.000  0.000  0.000  0.000  0.536
   1.01760      4.576417  0.000  0.000  0.528  0.000  0.000  0.000  0.000  0.000  0.000  0.528
   1.05529      4.230671  0.000  0.000  0.520  0.000  0.000  0.000  0.000  0.000  0.000  0.520
   1.09298      3.891730  0.000  0.000  0.512  0.000  0.000  0.000  0.000  0.000  0.000  0.512
   1.13067      3.561903  0.000  0.000  0.504  0.000  0.000  0.000  0.000  0.000  0.000  0.504
   1.16836      3.243866  0.000  0.000  0.494  0.000  0.000  0.000  0.000  0.000  0.000  0.494
   1.20604      2.940846  0.000  0.000  0.486  0.000  0.000  0.000  0.000  0.000  0.000  0.486
   1.24373      2.656833  0.000  0.000  0.478  0.000  0.000  0.000  0.000  0.000  0.000  0.478
   1.28142      2.396825  0.000  0.000  0.470  0.000  0.000  0.000  0.000  0.000  0.000  0.470
   1.31911      2.167036  0.000  0.000  0.464  0.000  0.000  0.000  0.000  0.000  0.000  0.464
   1.35680      1.974932  0.000  0.000  0.456  0.000  0.000  0.000  0.000  0.000  0.000  0.456
   1.39449      1.828876  0.000  0.000  0.450  0.000  0.000  0.000  0.000  0.000  0.000  0.450
   1.43218      1.737048  0.000  0.000  0.448  0.000  0.000  0.000  0.000  0.000  0.000  0.448
   1.46987      1.705657  0.000  0.000  0.446  0.000  0.000  0.000  0.000  0.000  0.000  0.446
   1.46987      1.705657  0.000  0.000  0.446  0.000  0.000  0.000  0.000  0.000  0.000  0.446
   1.49170      1.705315  0.000  0.000  0.446  0.000  0.000  0.000  0.000  0.000  0.000  0.446
   1.51353      1.704281  0.000  0.000  0.446  0.000  0.000  0.000  0.000  0.000  0.000  0.446
   1.53537      1.702534  0.000  0.000  0.448  0.000  0.000  0.000  0.000  0.000  0.000  0.448
   1.55720      1.700035  0.000  0.000  0.448  0.000  0.000  0.000  0.000  0.000  0.000  0.448
   1.57903      1.696732  0.000  0.000  0.450  0.000  0.000  0.000  0.000  0.000  0.000  0.450
   1.60087      1.692556  0.000  0.000  0.450  0.000  0.000  0.000  0.000  0.000  0.000  0.450
   1.62270      1.687426  0.000  0.000  0.452  0.000  0.000  0.000  0.000  0.000  0.000  0.452
   1.64453      1.681243  0.000  0.000  0.454  0.000  0.000  0.000  0.000  0.000  0.000  0.454
   1.66637      1.673895  0.000  0.000  0.456  0.000  0.000  0.000  0.000  0.000  0.000  0.456
   1.68820      1.665253  0.000  0.000  0.458  0.000  0.000  0.000  0.000  0.000  0.000  0.458
   1.71003      1.655178  0.000  0.000  0.460  0.000  0.000  0.000  0.000  0.000  0.000  0.460
   1.73187      1.643512  0.000  0.000  0.462  0.000  0.000  0.000  0.000  0.000  0.000  0.462
   1.75370      1.630088  0.000  0.000  0.466  0.000  0.000  0.000  0.000  0.000  0.000  0.466
   1.77553      1.614722  0.000  0.000  0.468  0.000  0.000  0.000  0.000  0.000  0.000  0.468
   1.79737      1.597223  0.000  0.000  0.472  0.000  0.000  0.000  0.000  0.000  0.000  0.472
   1.81920      1.577385  0.000  0.000  0.474  0.000  0.000  0.000  0.000  0.000  0.000  0.474
   1.84103      1.554995  0.000  0.000  0.478  0.000  0.000  0.000  0.000  0.000  0.000  0.478
   1.86287      1.529834  0.000  0.000  0.482  0.000  0.000  0.000  0.000  0.000  0.000  0.482
   1.88470      1.501674  0.000  0.000  0.486  0.000  0.000  0.000  0.000  0.000  0.000  0.486
   1.90653      1.470288  0.000  0.000  0.488  0.000  0.000  0.000  0.000  0.000  0.000  0.488
   1.92837      1.435448  0.000  0.000  0.492  0.000  0.000  0.000  0.000  0.000  0.000  0.492
   1.95020      1.396927  0.000  0.000  0.496  0.000  0.000  0.000  0.000  0.000  0.000  0.496
   1.97203      1.354508  0.000  0.000  0.500  0.000  0.000  0.000  0.000  0.000  0.000  0.500
   1.99387      1.307982  0.000  0.000  0.502  0.000  0.000  0.000  0.000  0.000  0.000  0.502
   2.01570      1.257152  0.000  0.000  0.506  0.000  0.000  0.000  0.000  0.000  0.000  0.506
   2.03753      1.201841  0.000  0.000  0.508  0.000  0.000  0.000  0.000  0.000  0.000  0.508
   2.05937      1.141892  0.000  0.000  0.512  0.000  0.000  0.000  0.000  0.000  0.000  0.512
   2.08120      1.077175  0.000  0.000  0.514  0.000  0.000  0.000  0.000  0.000  0.000  0.514
   2.10303      1.007584  0.000  0.000  0.516  0.000  0.000  0.000  0.000  0.000  0.000  0.516
   2.12487      0.933047  0.000  0.000  0.520  0.000  0.000  0.000  0.000  0.000  0.000  0.520
   2.14670      0.853521  0.000  0.000  0.520  0.000  0.000  0.000  0.000  0.000  0.000  0.520
   2.16853      0.769001  0.000  0.000  0.522  0.000  0.000  0.000  0.000  0.000  0.000  0.522
   2.19037      0.679513  0.000  0.000  0.524  0.000  0.000  0.000  0.000  0.000  0.000  0.524
   2.21220      0.585122  0.000  0.000  0.524  0.000  0.000  0.000  0.000  0.000  0.000  0.524
   2.23403      0.485927  0.000  0.000  0.526  0.000  0.000  0.000  0.000  0.000  0.000  0.526
   2.25587      0.382063  0.000  0.000  0.526  0.000  0.000  0.000  0.000  0.000  0.000  0.526
   2.27770      0.273720  0.000  0.000  0.526  0.000  0.000  0.000  0.000  0.000  0.000  0.526
   2.29953      0.161215  0.000  0.000  0.524  0.000  0.000  0.000  0.000  0.000  0.000  0.524
   2.32137      0.047462  0.000  0.000  0.524  0.000  0.000  0.000  0.000  0.000  0.000  0.524
   2.32137      0.047462  0.000  0.000  0.524  0.000  0.000  0.000  0.000  0.000  0.000  0.524
   2.36496      0.265258  0.000  0.000  0.526  0.000  0.000  0.000  0.000  0.000  0.000  0.526
   2.40856      0.519349  0.000  0.000  0.528  0.000  0.000  0.000  0.000  0.000  0.000  0.528
   2.45215      0.784788  0.000  0.000  0.530  0.000  0.000  0.000  0.000  0.000  0.000  0.530
   2.49575      1.060963  0.000  0.000  0.532  0.000  0.000  0.000  0.000  0.000  0.000  0.532
   2.53934      1.347541  0.000  0.000  0.536  0.000  0.000  0.000  0.000  0.000  0.000  0.536
   2.58294      1.644216  0.000  0.000  0.538  0.000  0.000  0.000  0.000  0.000  0.000  0.538
   2.62653      1.950663  0.000  0.000  0.540  0.000  0.000  0.000  0.000  0.000  0.000  0.540
   2.67013      2.266532  0.000  0.000  0.544  0.000  0.000  0.000  0.000  0.000  0.000  0.544
   2.71372      2.591435  0.000  0.000  0.548  0.000  0.000  0.000  0.000  0.000  0.000  0.548
   2.75732      2.924945  0.000  0.000  0.552  0.000  0.000  0.000  0.000  0.000  0.000  0.552
   2.80091      3.266593  0.000  0.000  0.556  0.000  0.000  0.000  0.000  0.000  0.000  0.556
   2.84451      3.615851  0.000  0.000  0.560  0.000  0.000  0.000  0.000  0.000  0.000  0.560
   2.88810      3.972139  0.000  0.000  0.566  0.000  0.000  0.000  0.000  0.000  0.000  0.566
   2.93170      4.334810  0.000  0.000  0.570  0.000  0.000  0.000  0.000  0.000  0.000  0.570
   2.97529      4.703143  0.000  0.000  0.576  0.000  0.000  0.000  0.000  0.000  0.000  0.576
   3.01889      5.076338  0.000  0.000  0.584  0.000  0.000  0.000  0.000  0.000  0.000  0.584
   3.06248      5.453510  0.000  0.000  0.590  0.000  0.000  0.000  0.000  0.000  0.000  0.590
   3.10608      5.833670  0.000  0.000  0.598  0.000  0.000  0.000  0.000  0.000  0.000  0.598
   3.14967      6.095605  0.014  0.006  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.024
   3.19327      5.822078  0.014  0.006  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.022
   3.23686      5.562337  0.014  0.006  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.022
   3.28046      5.316444  0.016  0.004  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.022
   3.32405      5.084449  0.016  0.004  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.022
   3.36765      4.866398  0.016  0.004  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.022
   3.41124      4.662325  0.016  0.004  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.022
   3.45484      4.472261  0.016  0.004  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.022
   3.49843      4.296229  0.018  0.002  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.020
   3.54203      4.134250  0.018  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.58562      3.986340  0.018  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.62922      3.852509  0.018  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.67281      3.732767  0.018  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.71641      3.627116  0.018  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.76000      3.535560  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.80360      3.458098  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.84719      3.394727  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.89079      3.345444  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.93438      3.310246  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.97798      3.289128  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   4.02157      3.282088  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.020
 
# Band-Index    6
   4.02157      4.081105  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   3.97798      4.088239  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   3.93438      4.109639  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   3.89079      4.145303  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   3.84719      4.195226  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   3.80360      4.259400  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   3.76000      4.337815  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   3.71641      4.430459  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   3.67281      4.537317  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   3.62922      4.658370  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   3.58562      4.793593  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   3.54203      4.942960  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   3.49843      5.106435  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   3.45484      5.283977  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   3.41124      5.475534  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   3.36765      5.681044  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   3.32405      5.900427  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   3.28046      6.133582  0.000  0.000  0.026  0.000  0.000  0.000  0.000  0.000  0.000  0.026
   3.23686      6.380362  0.000  0.000  0.026  0.000  0.000  0.000  0.000  0.000  0.000  0.026
   3.19327      6.597315  0.000  0.000  0.598  0.000  0.000  0.000  0.000  0.000  0.000  0.598
   3.14967      6.215701  0.000  0.000  0.604  0.000  0.000  0.000  0.000  0.000  0.000  0.604
   3.10608      6.382842  0.014  0.008  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.024
   3.06248      6.683700  0.012  0.008  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.024
   3.01889      6.998067  0.012  0.008  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.024
   2.97529      7.325805  0.012  0.010  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.026
   2.93170      7.666739  0.010  0.010  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.026
   2.88810      8.020649  0.010  0.012  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.028
   2.84451      8.387245  0.010  0.014  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.028
   2.80091      8.766151  0.008  0.016  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.030
   2.75732      9.156851  0.008  0.018  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.032
   2.71372      9.558638  0.006  0.020  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.034
   2.67013      9.970499  0.006  0.022  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.038
   2.62653     10.390942  0.004  0.026  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.042
   2.58294     10.751820  0.000  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.036
   2.53934     10.781037  0.000  0.000  0.026  0.000  0.000  0.000  0.000  0.000  0.000  0.026
   2.49575     10.762306  0.000  0.000  0.018  0.000  0.000  0.000  0.000  0.000  0.000  0.018
   2.45215     10.723513  0.000  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.40856     10.683559  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.36496     10.654376  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.32137     10.643476  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.32137     10.643476  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.29953     10.646514  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.27770     10.655778  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.25587     10.671527  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.23403     10.693914  0.000  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.004
   2.21220     10.722994  0.000  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.000  0.008
   2.19037     10.758716  0.000  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.16853     10.800931  0.000  0.000  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.014
   2.14670     10.849381  0.000  0.000  0.018  0.000  0.000  0.000  0.000  0.000  0.000  0.018
   2.12487     10.903702  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   2.10303     10.963415  0.000  0.000  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.028
   2.08120     11.027930  0.000  0.000  0.034  0.000  0.000  0.000  0.000  0.000  0.000  0.034
   2.05937     11.096532  0.000  0.000  0.040  0.000  0.000  0.000  0.000  0.000  0.000  0.040
   2.03753     11.168392  0.000  0.000  0.046  0.000  0.000  0.000  0.000  0.000  0.000  0.046
   2.01570     11.242564  0.000  0.000  0.052  0.000  0.000  0.000  0.000  0.000  0.000  0.052
   1.99387     11.098836  0.210  0.182  0.000  0.120  0.000  0.000  0.000  0.000  0.000  0.510
   1.97203     10.866617  0.220  0.174  0.000  0.116  0.000  0.000  0.000  0.000  0.000  0.510
   1.95020     10.634806  0.230  0.166  0.000  0.110  0.000  0.000  0.000  0.000  0.000  0.506
   1.92837     10.404755  0.240  0.156  0.000  0.108  0.000  0.000  0.000  0.000  0.000  0.504
   1.90653     10.177621  0.250  0.148  0.000  0.104  0.000  0.000  0.000  0.000  0.000  0.502
   1.88470      9.954416  0.260  0.138  0.000  0.100  0.000  0.000  0.000  0.000  0.000  0.498
   1.86287      9.736101  0.268  0.130  0.000  0.096  0.000  0.000  0.000  0.000  0.000  0.494
   1.84103      9.523530  0.278  0.120  0.000  0.094  0.000  0.000  0.000  0.000  0.000  0.492
   1.81920      9.317539  0.286  0.112  0.000  0.090  0.000  0.000  0.000  0.000  0.000  0.488
   1.79737      9.118935  0.294  0.102  0.000  0.088  0.000  0.000  0.000  0.000  0.000  0.484
   1.77553      8.928485  0.302  0.094  0.000  0.084  0.000  0.000  0.000  0.000  0.000  0.482
   1.75370      8.746960  0.310  0.086  0.000  0.082  0.000  0.000  0.000  0.000  0.000  0.478
   1.73187      8.575105  0.318  0.078  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.474
   1.71003      8.413647  0.326  0.070  0.000  0.076  0.000  0.000  0.000  0.000  0.000  0.472
   1.68820      8.263308  0.334  0.062  0.000  0.074  0.000  0.000  0.000  0.000  0.000  0.468
   1.66637      8.124782  0.340  0.054  0.000  0.072  0.000  0.000  0.000  0.000  0.000  0.466
   1.64453      7.998736  0.346  0.048  0.000  0.070  0.000  0.000  0.000  0.000  0.000  0.462
   1.62270      7.885812  0.352  0.042  0.000  0.068  0.000  0.000  0.000  0.000  0.000  0.460
   1.60087      7.786614  0.356  0.036  0.000  0.066  0.000  0.000  0.000  0.000  0.000  0.458
   1.57903      7.701670  0.360  0.032  0.000  0.064  0.000  0.000  0.000  0.000  0.000  0.456
   1.55720      7.631467  0.364  0.028  0.000  0.064  0.000  0.000  0.000  0.000  0.000  0.454
   1.53537      7.576418  0.368  0.024  0.000  0.062  0.000  0.000  0.000  0.000  0.000  0.454
   1.51353      7.536854  0.370  0.022  0.000  0.062  0.000  0.000  0.000  0.000  0.000  0.452
   1.49170      7.513019  0.370  0.020  0.000  0.062  0.000  0.000  0.000  0.000  0.000  0.452
   1.46987      7.505056  0.370  0.020  0.000  0.060  0.000  0.000  0.000  0.000  0.000  0.452
   1.46987      7.505056  0.370  0.020  0.000  0.060  0.000  0.000  0.000  0.000  0.000  0.452
   1.43218      7.506941  0.370  0.020  0.000  0.062  0.000  0.000  0.000  0.000  0.000  0.452
   1.39449      7.512598  0.370  0.020  0.000  0.062  0.000  0.000  0.000  0.000  0.000  0.452
   1.35680      7.521955  0.366  0.020  0.000  0.064  0.000  0.000  0.000  0.000  0.000  0.452
   1.31911      7.534885  0.364  0.022  0.000  0.066  0.000  0.000  0.000  0.000  0.000  0.452
   1.28142      7.551176  0.360  0.022  0.000  0.070  0.000  0.000  0.000  0.000  0.000  0.452
   1.24373      7.570405  0.354  0.024  0.000  0.074  0.000  0.000  0.000  0.000  0.000  0.452
   1.20604      7.591748  0.344  0.026  0.000  0.080  0.000  0.000  0.000  0.000  0.000  0.450
   1.16836      7.613055  0.330  0.028  0.000  0.086  0.000  0.000  0.000  0.000  0.000  0.444
   1.13067      7.625930  0.294  0.030  0.000  0.094  0.000  0.000  0.000  0.000  0.000  0.418
   1.09298      7.575545  0.142  0.026  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.244
   1.05529      7.359663  0.026  0.012  0.000  0.034  0.000  0.000  0.000  0.000  0.000  0.070
   1.01760      7.090666  0.012  0.006  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.040
   0.97991      6.820648  0.010  0.006  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.032
   0.94222      6.557474  0.012  0.004  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.028
   0.90453      6.303118  0.012  0.004  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.026
   0.86684      6.058308  0.012  0.004  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.024
   0.82916      6.288421  0.000  0.000  0.468  0.000  0.000  0.000  0.000  0.000  0.000  0.468
   0.79147      6.355030  0.000  0.000  0.112  0.000  0.000  0.000  0.000  0.000  0.000  0.112
   0.75378      6.184144  0.000  0.000  0.040  0.000  0.000  0.000  0.000  0.000  0.000  0.040
   0.71609      5.989235  0.000  0.000  0.030  0.000  0.000  0.000  0.000  0.000  0.000  0.030
   0.67840      5.797926  0.000  0.000  0.026  0.000  0.000  0.000  0.000  0.000  0.000  0.026
   0.64071      5.614726  0.000  0.000  0.026  0.000  0.000  0.000  0.000  0.000  0.000  0.026
   0.60302      5.440961  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   0.56533      5.277163  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   0.52764      5.123591  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   0.48996      4.980387  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   0.45227      4.847639  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   0.41458      4.725404  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   0.37689      4.613720  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   0.33920      4.512617  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   0.30151      4.422115  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   0.26382      4.342231  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   0.22613      4.272978  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   0.18844      4.214364  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   0.15076      4.166398  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   0.11307      4.129085  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   0.07538      4.102430  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   0.03769      4.086436  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
   0.00000      4.081105  0.000  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.000  0.022
 
# Band-Index    7
   0.00000      4.443618  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.03769      4.449012  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.07538      4.465197  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.11307      4.492171  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.15076      4.529935  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.18844      4.578491  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.22613      4.637837  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.26382      4.707975  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.30151      4.788905  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.33920      4.880626  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.37689      4.983138  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.41458      5.096440  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.45227      5.220532  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.48996      5.355413  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.52764      5.501079  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.56533      5.657529  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.60302      5.824758  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.64071      6.002763  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.67840      6.191535  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.71609      6.391062  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.75378      6.601325  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   0.79147      6.797971  0.000  0.000  0.494  0.000  0.000  0.000  0.000  0.000  0.000  0.494
   0.82916      6.740894  0.000  0.000  0.134  0.000  0.000  0.000  0.000  0.000  0.000  0.134
   0.86684      6.933560  0.000  0.000  0.052  0.000  0.000  0.000  0.000  0.000  0.000  0.052
   0.90453      7.170389  0.000  0.000  0.038  0.000  0.000  0.000  0.000  0.000  0.000  0.038
   0.94222      7.424403  0.000  0.000  0.034  0.000  0.000  0.000  0.000  0.000  0.000  0.034
   0.97991      7.691130  0.000  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.000  0.032
   1.01760      7.798582  0.318  0.030  0.000  0.090  0.000  0.000  0.000  0.000  0.000  0.438
   1.05529      7.777677  0.316  0.024  0.000  0.072  0.000  0.000  0.000  0.000  0.000  0.410
   1.09298      7.821801  0.206  0.006  0.000  0.022  0.000  0.000  0.000  0.000  0.000  0.236
   1.13067      8.043934  0.060  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.062
   1.16836      8.342105  0.030  0.002  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.036
   1.20604      8.661639  0.022  0.002  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.030
   1.24373      8.994184  0.018  0.002  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.028
   1.28142      9.337553  0.014  0.004  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.030
