#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120  16
# Band-Index    1
   0.13328     -3.287402  0.000  0.000  0.231  0.000  0.000  0.000  0.000  0.000  0.000  0.231
   0.06664     -3.400586  0.000  0.000  0.230  0.000  0.000  0.000  0.000  0.000  0.000  0.230
   0.00000     -3.487075  0.000  0.000  0.230  0.000  0.000  0.000  0.000  0.000  0.000  0.230
 
# Band-Index    5
   0.00000      6.062647  0.000  0.000  0.269  0.000  0.000  0.000  0.000  0.000  0.000  0.269
   0.06664      5.934767  0.000  0.000  0.269  0.000  0.000  0.000  0.000  0.000  0.000  0.269
   0.13328      5.790972  0.000  0.000  0.269  0.000  0.000  0.000  0.000  0.000  0.000  0.269
   0.19993      5.630880  0.000  0.000  0.270  0.000  0.000  0.000  0.000  0.000  0.000  0.270
   0.26657      5.452795  0.000  0.000  0.271  0.000  0.000  0.000  0.000  0.000  0.000  0.271
   0.33321      5.254105  0.000  0.000  0.273  0.000  0.000  0.000  0.000  0.000  0.000  0.273
   0.39985      5.031718  0.000  0.000  0.275  0.000  0.000  0.000  0.000  0.000  0.000  0.275
   0.46649      4.782731  0.000  0.000  0.276  0.000  0.000  0.000  0.000  0.000  0.000  0.276
   0.53314      4.505281  0.000  0.000  0.277  0.000  0.000  0.000  0.000  0.000  0.000  0.277
   0.59978      4.199533  0.000  0.000  0.277  0.000  0.000  0.000  0.000  0.000  0.000  0.277
   0.66642      3.868825  0.000  0.000  0.275  0.000  0.000  0.000  0.000  0.000  0.000  0.275
   0.73306      3.521026  0.000  0.000  0.272  0.000  0.000  0.000  0.000  0.000  0.000  0.272
   0.79970      3.170602  0.000  0.000  0.268  0.000  0.000  0.000  0.000  0.000  0.000  0.268
   0.86634      2.842362  0.000  0.000  0.263  0.000  0.000  0.000  0.000  0.000  0.000  0.263
   0.93299      2.577395  0.000  0.000  0.258  0.000  0.000  0.000  0.000  0.000  0.000  0.258
   0.99963      2.434744  0.000  0.000  0.253  0.000  0.000  0.000  0.000  0.000  0.000  0.253
   1.06627      2.466556  0.000  0.000  0.251  0.000  0.000  0.000  0.000  0.000  0.000  0.251
   1.13291      2.673424  0.000  0.000  0.252  0.000  0.000  0.000  0.000  0.000  0.000  0.252
   1.19955      3.011455  0.000  0.000  0.255  0.000  0.000  0.000  0.000  0.000  0.000  0.255
   1.26620      3.435769  0.000  0.000  0.259  0.000  0.000  0.000  0.000  0.000  0.000  0.259
   1.33284      3.916891  0.000  0.000  0.264  0.000  0.000  0.000  0.000  0.000  0.000  0.264
   1.39948      4.437264  0.000  0.000  0.268  0.000  0.000  0.000  0.000  0.000  0.000  0.268
   1.46612      4.985933  0.000  0.000  0.273  0.000  0.000  0.000  0.000  0.000  0.000  0.273
   1.53276      5.555267  0.000  0.000  0.279  0.000  0.000  0.000  0.000  0.000  0.000  0.279
   1.59941      6.139160  0.000  0.000  0.284  0.000  0.000  0.000  0.000  0.000  0.000  0.284
   1.66605      6.731755  0.000  0.000  0.290  0.000  0.000  0.000  0.000  0.000  0.000  0.290
   1.73269      7.185252  0.007  0.004  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.012
   1.79933      6.775589  0.007  0.004  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.011
   1.86597      6.398203  0.008  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   1.93261      6.053282  0.008  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   1.99926      5.740969  0.008  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.06590      5.461372  0.009  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.13254      5.214574  0.009  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.19918      5.000633  0.009  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.26582      4.819590  0.009  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.33247      4.671466  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.39911      4.556270  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.46575      4.473998  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.53239      4.424641  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.59903      4.408189  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.59903      4.408189  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.63672      4.413448  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.67441      4.429227  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.71210      4.455524  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.74979      4.492345  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.78748      4.539690  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.82517      4.597561  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.86286      4.665959  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.010
   2.90054      4.744883  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.010
   2.93823      4.834331  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.010
   2.97592      4.934298  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.010
   3.01361      5.044778  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.010
   3.05130      5.165764  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.010
   3.08899      5.297244  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.010
   3.12668      5.439206  0.008  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.010
   3.16437      5.591635  0.008  0.001  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.011
   3.20206      5.754512  0.008  0.001  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.011
   3.23974      5.927815  0.008  0.001  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.011
   3.27743      6.111518  0.008  0.001  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.011
   3.31512      6.305586  0.007  0.001  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.011
   3.35281      6.509978  0.007  0.001  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.011
   3.39050      6.724638  0.007  0.001  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.012
   3.42819      6.949487  0.007  0.001  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.012
   3.46588      7.103996  0.000  0.000  0.272  0.000  0.000  0.000  0.000  0.000  0.000  0.272
   3.50357      6.758134  0.000  0.000  0.274  0.000  0.000  0.000  0.000  0.000  0.000  0.274
   3.54126      6.405767  0.000  0.000  0.272  0.000  0.000  0.000  0.000  0.000  0.000  0.272
   3.57894      6.052922  0.000  0.000  0.268  0.000  0.000  0.000  0.000  0.000  0.000  0.268
   3.61663      5.702517  0.000  0.000  0.264  0.000  0.000  0.000  0.000  0.000  0.000  0.264
   3.65432      5.356772  0.000  0.000  0.260  0.000  0.000  0.000  0.000  0.000  0.000  0.260
   3.69201      5.017830  0.000  0.000  0.256  0.000  0.000  0.000  0.000  0.000  0.000  0.256
   3.72970      4.688004  0.000  0.000  0.252  0.000  0.000  0.000  0.000  0.000  0.000  0.252
   3.76739      4.369967  0.000  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.000  0.247
   3.80508      4.066947  0.000  0.000  0.243  0.000  0.000  0.000  0.000  0.000  0.000  0.243
   3.84277      3.782934  0.000  0.000  0.239  0.000  0.000  0.000  0.000  0.000  0.000  0.239
   3.88046      3.522926  0.000  0.000  0.235  0.000  0.000  0.000  0.000  0.000  0.000  0.235
   3.91814      3.293137  0.000  0.000  0.232  0.000  0.000  0.000  0.000  0.000  0.000  0.232
   3.95583      3.101032  0.000  0.000  0.228  0.000  0.000  0.000  0.000  0.000  0.000  0.228
   3.99352      2.954976  0.000  0.000  0.225  0.000  0.000  0.000  0.000  0.000  0.000  0.225
   4.03121      2.863149  0.000  0.000  0.224  0.000  0.000  0.000  0.000  0.000  0.000  0.224
   4.06890      2.831757  0.000  0.000  0.223  0.000  0.000  0.000  0.000  0.000  0.000  0.223
   4.06890      2.831757  0.000  0.000  0.223  0.000  0.000  0.000  0.000  0.000  0.000  0.223
   4.11436      2.833943  0.000  0.000  0.223  0.000  0.000  0.000  0.000  0.000  0.000  0.223
   4.15983      2.840353  0.000  0.000  0.224  0.000  0.000  0.000  0.000  0.000  0.000  0.224
   4.20529      2.850551  0.000  0.000  0.226  0.000  0.000  0.000  0.000  0.000  0.000  0.226
   4.25075      2.863808  0.000  0.000  0.228  0.000  0.000  0.000  0.000  0.000  0.000  0.228
   4.29622      2.879105  0.000  0.000  0.231  0.000  0.000  0.000  0.000  0.000  0.000  0.231
   4.34168      2.895144  0.000  0.000  0.234  0.000  0.000  0.000  0.000  0.000  0.000  0.234
   4.38714      2.910361  0.000  0.000  0.238  0.000  0.000  0.000  0.000  0.000  0.000  0.238
   4.43261      2.922957  0.000  0.000  0.242  0.000  0.000  0.000  0.000  0.000  0.000  0.242
   4.47807      2.930950  0.000  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.000  0.246
   4.52354      2.932264  0.000  0.000  0.250  0.000  0.000  0.000  0.000  0.000  0.000  0.250
   4.56900      2.924850  0.000  0.000  0.255  0.000  0.000  0.000  0.000  0.000  0.000  0.255
   4.61446      2.906857  0.000  0.000  0.259  0.000  0.000  0.000  0.000  0.000  0.000  0.259
   4.65993      2.876859  0.000  0.000  0.262  0.000  0.000  0.000  0.000  0.000  0.000  0.262
   4.70539      2.834126  0.000  0.000  0.265  0.000  0.000  0.000  0.000  0.000  0.000  0.265
   4.75085      2.778927  0.000  0.000  0.267  0.000  0.000  0.000  0.000  0.000  0.000  0.267
   4.79632      2.712857  0.000  0.000  0.268  0.000  0.000  0.000  0.000  0.000  0.000  0.268
   4.84178      2.639139  0.000  0.000  0.268  0.000  0.000  0.000  0.000  0.000  0.000  0.268
   4.88724      2.562874  0.000  0.000  0.267  0.000  0.000  0.000  0.000  0.000  0.000  0.267
   4.93271      2.491112  0.000  0.000  0.265  0.000  0.000  0.000  0.000  0.000  0.000  0.265
   4.97817      2.432564  0.000  0.000  0.262  0.000  0.000  0.000  0.000  0.000  0.000  0.262
   5.02363      2.396671  0.000  0.000  0.259  0.000  0.000  0.000  0.000  0.000  0.000  0.259
   5.06910      2.391942  0.000  0.000  0.255  0.000  0.000  0.000  0.000  0.000  0.000  0.255
   5.11456      2.424052  0.000  0.000  0.252  0.000  0.000  0.000  0.000  0.000  0.000  0.252
   5.16002      2.494759  0.000  0.000  0.250  0.000  0.000  0.000  0.000  0.000  0.000  0.250
   5.20549      2.602301  0.000  0.000  0.248  0.000  0.000  0.000  0.000  0.000  0.000  0.248
   5.25095      2.742816  0.000  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.000  0.247
   5.29641      2.911773  0.000  0.000  0.246  0.000  0.000  0.000  0.000  0.000  0.000  0.246
   5.34188      3.104876  0.000  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.000  0.247
   5.38734      3.318421  0.000  0.000  0.247  0.000  0.000  0.000  0.000  0.000  0.000  0.247
   5.43280      3.549323  0.000  0.000  0.248  0.000  0.000  0.000  0.000  0.000  0.000  0.248
   5.47827      3.795022  0.000  0.000  0.249  0.000  0.000  0.000  0.000  0.000  0.000  0.249
   5.52373      4.053340  0.000  0.000  0.251  0.000  0.000  0.000  0.000  0.000  0.000  0.251
   5.56920      4.322361  0.000  0.000  0.253  0.000  0.000  0.000  0.000  0.000  0.000  0.253
   5.61466      4.600309  0.000  0.000  0.255  0.000  0.000  0.000  0.000  0.000  0.000  0.255
   5.66012      4.885484  0.000  0.000  0.257  0.000  0.000  0.000  0.000  0.000  0.000  0.257
   5.70559      5.176167  0.000  0.000  0.260  0.000  0.000  0.000  0.000  0.000  0.000  0.260
   5.75105      5.470566  0.000  0.000  0.263  0.000  0.000  0.000  0.000  0.000  0.000  0.263
   5.79651      5.766761  0.000  0.000  0.266  0.000  0.000  0.000  0.000  0.000  0.000  0.266
   5.84198      6.062647  0.000  0.000  0.269  0.000  0.000  0.000  0.000  0.000  0.000  0.269
 
# Band-Index    6
   5.84198      7.957697  0.006  0.003  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.016
   5.79651      8.187625  0.006  0.003  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.020
   5.75105      8.427873  0.009  0.005  0.000  0.015  0.000  0.000  0.000  0.000  0.000  0.028
   5.70559      8.670906  0.022  0.007  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.053
   5.66012      8.894722  0.066  0.011  0.000  0.043  0.000  0.000  0.000  0.000  0.000  0.121
   5.61466      9.081497  0.117  0.016  0.000  0.056  0.000  0.000  0.000  0.000  0.000  0.189
   5.56920      9.261945  0.138  0.019  0.000  0.059  0.000  0.000  0.000  0.000  0.000  0.216
   5.52373      9.460041  0.144  0.024  0.000  0.059  0.000  0.000  0.000  0.000  0.000  0.227
   5.47827      9.681719  0.145  0.029  0.000  0.058  0.000  0.000  0.000  0.000  0.000  0.233
   5.43280      9.927246  0.144  0.035  0.000  0.058  0.000  0.000  0.000  0.000  0.000  0.237
   5.38734     10.195205  0.141  0.042  0.000  0.058  0.000  0.000  0.000  0.000  0.000  0.241
   5.34188     10.483565  0.137  0.050  0.000  0.058  0.000  0.000  0.000  0.000  0.000  0.244
   5.29641     10.789959  0.132  0.057  0.000  0.058  0.000  0.000  0.000  0.000  0.000  0.247
   5.25095     11.111770  0.126  0.066  0.000  0.057  0.000  0.000  0.000  0.000  0.000  0.249
   5.20549     11.446093  0.120  0.074  0.000  0.058  0.000  0.000  0.000  0.000  0.000  0.252
   5.16002     11.789531  0.113  0.083  0.000  0.058  0.000  0.000  0.000  0.000  0.000  0.254
   5.11456     12.137242  0.105  0.092  0.000  0.058  0.000  0.000  0.000  0.000  0.000  0.256
   5.06910     12.306533  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   5.02363     12.180242  0.000  0.000  0.021  0.000  0.000  0.000  0.000  0.000  0.000  0.021
   4.97817     12.070288  0.000  0.000  0.018  0.000  0.000  0.000  0.000  0.000  0.000  0.018
   4.93271     11.983594  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   4.88724     11.923995  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   4.84178     11.893065  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   4.79632     11.890410  0.000  0.000  0.017  0.000  0.000  0.000  0.000  0.000  0.000  0.017
   4.75085     11.913742  0.000  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   4.70539     11.855200  0.001  0.004  0.000  0.019  0.000  0.000  0.000  0.000  0.000  0.024
   4.65993     11.790707  0.002  0.005  0.000  0.019  0.000  0.000  0.000  0.000  0.000  0.025
   4.61446     11.735864  0.003  0.008  0.000  0.021  0.000  0.000  0.000  0.000  0.000  0.031
   4.56900     11.655449  0.030  0.038  0.000  0.034  0.000  0.000  0.000  0.000  0.000  0.102
   4.52354     11.311122  0.113  0.081  0.000  0.046  0.000  0.000  0.000  0.000  0.000  0.241
   4.47807     10.876131  0.130  0.073  0.000  0.043  0.000  0.000  0.000  0.000  0.000  0.246
   4.43261     10.456459  0.141  0.062  0.000  0.041  0.000  0.000  0.000  0.000  0.000  0.244
   4.38714     10.065033  0.150  0.052  0.000  0.039  0.000  0.000  0.000  0.000  0.000  0.240
   4.34168      9.709138  0.158  0.042  0.000  0.037  0.000  0.000  0.000  0.000  0.000  0.237
   4.29622      9.395037  0.166  0.034  0.000  0.035  0.000  0.000  0.000  0.000  0.000  0.234
   4.25075      9.128497  0.172  0.026  0.000  0.033  0.000  0.000  0.000  0.000  0.000  0.231
   4.20529      8.914785  0.178  0.019  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.229
   4.15983      8.758494  0.182  0.014  0.000  0.031  0.000  0.000  0.000  0.000  0.000  0.227
   4.11436      8.663189  0.185  0.011  0.000  0.031  0.000  0.000  0.000  0.000  0.000  0.226
   4.06890      8.631156  0.185  0.010  0.000  0.030  0.000  0.000  0.000  0.000  0.000  0.226
   4.06890      8.631156  0.185  0.010  0.000  0.030  0.000  0.000  0.000  0.000  0.000  0.226
   4.03121      8.633042  0.185  0.010  0.000  0.031  0.000  0.000  0.000  0.000  0.000  0.226
   3.99352      8.638699  0.185  0.010  0.000  0.031  0.000  0.000  0.000  0.000  0.000  0.226
   3.95583      8.648055  0.183  0.010  0.000  0.032  0.000  0.000  0.000  0.000  0.000  0.226
   3.91814      8.660986  0.182  0.011  0.000  0.033  0.000  0.000  0.000  0.000  0.000  0.226
   3.88046      8.677277  0.180  0.011  0.000  0.035  0.000  0.000  0.000  0.000  0.000  0.226
   3.84277      8.696506  0.177  0.012  0.000  0.037  0.000  0.000  0.000  0.000  0.000  0.226
   3.80508      8.717849  0.172  0.013  0.000  0.040  0.000  0.000  0.000  0.000  0.000  0.225
   3.76739      8.739156  0.165  0.014  0.000  0.043  0.000  0.000  0.000  0.000  0.000  0.222
   3.72970      8.752031  0.147  0.015  0.000  0.047  0.000  0.000  0.000  0.000  0.000  0.209
   3.69201      8.701645  0.071  0.013  0.000  0.039  0.000  0.000  0.000  0.000  0.000  0.122
   3.65432      8.485764  0.013  0.006  0.000  0.017  0.000  0.000  0.000  0.000  0.000  0.035
   3.61663      8.216767  0.006  0.003  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.020
   3.57894      7.946749  0.005  0.003  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.016
   3.54126      7.683575  0.006  0.002  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.014
   3.50357      7.429218  0.006  0.002  0.000  0.005  0.000  0.000  0.000  0.000  0.000  0.013
   3.46588      7.184409  0.006  0.002  0.000  0.005  0.000  0.000  0.000  0.000  0.000  0.012
   3.42819      7.414521  0.000  0.000  0.234  0.000  0.000  0.000  0.000  0.000  0.000  0.234
   3.39050      7.481130  0.000  0.000  0.056  0.000  0.000  0.000  0.000  0.000  0.000  0.056
   3.35281      7.310245  0.000  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   3.31512      7.115335  0.000  0.000  0.015  0.000  0.000  0.000  0.000  0.000  0.000  0.015
   3.27743      6.924027  0.000  0.000  0.013  0.000  0.000  0.000  0.000  0.000  0.000  0.013
   3.23974      6.740826  0.000  0.000  0.013  0.000  0.000  0.000  0.000  0.000  0.000  0.013
   3.20206      6.567061  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   3.16437      6.403264  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   3.12668      6.249692  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   3.08899      6.106488  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   3.05130      5.973740  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   3.01361      5.851505  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   2.97592      5.739821  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   2.93823      5.638718  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.90054      5.548216  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.86286      5.468332  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.82517      5.399078  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.78748      5.340465  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.74979      5.292498  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.71210      5.255186  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.67441      5.228531  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.63672      5.212537  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.59903      5.207205  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.59903      5.207205  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.53239      5.223876  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.46575      5.273882  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.39911      5.357207  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.33247      5.473822  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.26582      5.623684  0.000  0.000  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.011
   2.19918      5.806729  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   2.13254      6.022866  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   2.06590      6.271962  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   1.99926      6.553803  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   1.93261      6.867972  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.012
   1.86597      7.213238  0.000  0.000  0.013  0.000  0.000  0.000  0.000  0.000  0.000  0.013
   1.79933      7.577347  0.000  0.000  0.027  0.000  0.000  0.000  0.000  0.000  0.000  0.027
   1.73269      7.323748  0.000  0.000  0.292  0.000  0.000  0.000  0.000  0.000  0.000  0.292
   1.66605      7.626940  0.006  0.005  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.012
   1.59941      8.100310  0.006  0.006  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.013
   1.53276      8.604868  0.005  0.007  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.013
   1.46612      9.139857  0.005  0.009  0.000  0.001  0.000  0.000  0.000  0.000  0.000  0.015
   1.39948      9.703976  0.004  0.011  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.016
   1.33284     10.294337  0.004  0.014  0.000  0.003  0.000  0.000  0.000  0.000  0.000  0.021
   1.26620     10.898258  0.009  0.025  0.000  0.009  0.000  0.000  0.000  0.000  0.000  0.043
   1.19955     11.351587  0.095  0.050  0.000  0.076  0.000  0.000  0.000  0.000  0.000  0.222
   1.13291     11.585631  0.113  0.044  0.000  0.094  0.000  0.000  0.000  0.000  0.000  0.252
   1.06627     11.810960  0.111  0.043  0.000  0.101  0.000  0.000  0.000  0.000  0.000  0.255
   0.99963     12.043576  0.106  0.044  0.000  0.106  0.000  0.000  0.000  0.000  0.000  0.256
   0.93299     12.236488  0.062  0.051  0.000  0.074  0.000  0.000  0.000  0.000  0.000  0.187
   0.86634     11.849881  0.002  0.019  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.027
   0.79970     11.377897  0.002  0.014  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.020
   0.73306     10.927842  0.003  0.011  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.018
   0.66642     10.504775  0.004  0.009  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.016
   0.59978     10.110543  0.004  0.008  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.015
   0.53314      9.746156  0.004  0.006  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.015
   0.46649      9.412229  0.005  0.005  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.014
   0.39985      9.109140  0.005  0.005  0.000  0.005  0.000  0.000  0.000  0.000  0.000  0.014
   0.33321      8.837096  0.005  0.004  0.000  0.005  0.000  0.000  0.000  0.000  0.000  0.014
   0.26657      8.596241  0.005  0.004  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.014
   0.19993      8.386854  0.005  0.003  0.000  0.007  0.000  0.000  0.000  0.000  0.000  0.015
   0.13328      8.209722  0.005  0.003  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.016
   0.06664      8.066289  0.006  0.003  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.017
   0.00000      7.957697  0.006  0.003  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.016
 
# Band-Index    7
   0.00000      8.827663  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   0.06664      8.935973  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   0.13328      9.074513  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   0.19993      9.243152  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   0.26657      9.441511  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   0.33321      9.668853  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   0.39985      9.923917  0.000  0.000  0.017  0.000  0.000  0.000  0.000  0.000  0.000  0.017
   0.46649     10.204646  0.000  0.000  0.018  0.000  0.000  0.000  0.000  0.000  0.000  0.018
   0.53314     10.507716  0.000  0.000  0.019  0.000  0.000  0.000  0.000  0.000  0.000  0.019
   0.59978     10.827725  0.000  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   0.66642     11.155978  0.000  0.000  0.021  0.000  0.000  0.000  0.000  0.000  0.000  0.021
   0.73306     11.479169  0.000  0.000  0.023  0.000  0.000  0.000  0.000  0.000  0.000  0.023
   0.79970     11.779880  0.000  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.024
   0.86634     12.041960  0.000  0.000  0.025  0.000  0.000  0.000  0.000  0.000  0.000  0.025
   0.93299     12.257307  0.000  0.000  0.026  0.000  0.000  0.000  0.000  0.000  0.000  0.026
   0.99963     12.419773  0.000  0.000  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.028
   1.06627     12.500575  0.000  0.000  0.031  0.000  0.000  0.000  0.000  0.000  0.000  0.031
   1.13291     12.252307  0.006  0.011  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.024
   1.19955     11.617024  0.028  0.003  0.000  0.017  0.000  0.000  0.000  0.000  0.000  0.048
   1.26620     11.231612  0.117  0.028  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.223
   1.33284     11.033382  0.123  0.041  0.000  0.078  0.000  0.000  0.000  0.000  0.000  0.241
   1.39948     10.508052  0.000  0.000  0.019  0.000  0.000  0.000  0.000  0.000  0.000  0.019
   1.46612      9.958851  0.000  0.000  0.017  0.000  0.000  0.000  0.000  0.000  0.000  0.017
   1.53276      9.431162  0.000  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.016
   1.59941      8.929945  0.000  0.000  0.015  0.000  0.000  0.000  0.000  0.000  0.000  0.015
   1.66605      8.458398  0.000  0.000  0.015  0.000  0.000  0.000  0.000  0.000  0.000  0.015
   1.73269      8.022148  0.000  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.020
   1.79933      7.953911  0.000  0.000  0.290  0.000  0.000  0.000  0.000  0.000  0.000  0.290
   1.86597      7.610970  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
