      #Energy        TDOS
     -13.80498       1.88251
     -13.79098       1.88501
     -13.77798       1.88747
     -13.76498       1.88989
     -13.75098       1.89227
     -13.73798       1.89461
     -13.72398       1.89691
     -13.71098       1.89917
     -13.69698       1.90140
     -13.68398       1.90359
     -13.67098       1.90581
     -13.65698       1.90813
     -13.64398       1.91063
     -13.62998       1.91338
     -13.61698       1.91643
     -13.60298       1.91990
     -13.58998       1.92389
     -13.57598       1.92841
     -13.56298       1.93345
     -13.54998       1.93855
     -13.53598       1.94297
     -13.52298       1.94679
     -13.50898       1.94974
     -13.49598       1.95160
     -13.48198       1.95308
     -13.46898       1.95455
     -13.45498       1.95599
     -13.44198       1.95741
     -13.42898       1.95881
     -13.41498       1.96019
     -13.40198       1.96154
     -13.38798       1.96287
     -13.37498       1.96417
     -13.36098       1.96546
     -13.34798       1.96672
     -13.33398       1.96795
     -13.32098       1.96917
     -13.30798       1.97036
     -13.29398       1.97153
     -13.28098       1.97268
     -13.26698       1.97380
     -13.25398       1.97490
     -13.23998       1.97598
     -13.22698       1.97704
     -13.21298       1.97807
     -13.19998       1.97908
     -13.18698       1.98007
     -13.17298       1.98103
     -13.15998       1.98198
     -13.14598       1.98297
     -13.13298       1.98410
     -13.11898       1.98541
     -13.10598       1.98688
     -13.09298       1.98853
     -13.07898       1.99036
     -13.06598       1.99235
     -13.05198       1.99452
     -13.03898       1.99687
     -13.02498       1.99939
     -13.01198       2.00208
     -12.99798       2.00494
     -12.98498       2.00797
     -12.97198       2.01118
     -12.95798       2.01457
     -12.94498       2.01812
     -12.93098       2.02185
     -12.91798       2.02575
     -12.90398       2.02983
     -12.89098       2.03408
     -12.87698       2.03850
     -12.86398       2.04310
     -12.85098       2.04787
     -12.83698       2.05281
     -12.82398       2.05755
     -12.80998       2.06134
     -12.79698       2.06446
     -12.78298       2.06762
     -12.76998       2.07080
     -12.75598       2.07402
     -12.74298       2.07726
     -12.72998       2.08053
     -12.71598       2.08383
     -12.70298       2.08716
     -12.68898       2.09052
     -12.67598       2.09393
     -12.66198       2.09760
     -12.64898       2.10201
     -12.63498       2.10763
     -12.62198       2.11466
     -12.60898       2.12311
     -12.59498       2.13299
     -12.58198       2.14430
     -12.56798       2.15377
     -12.55498       2.15935
     -12.54098       2.16363
     -12.52798       2.16798
     -12.51498       2.17244
     -12.50098       2.17701
     -12.48798       2.18168
     -12.47398       2.18646
     -12.46098       2.19135
     -12.44698       2.19634
     -12.43398       2.20145
     -12.41998       2.20665
     -12.40698       2.21197
     -12.39398       2.21739
     -12.37998       2.22292
     -12.36698       2.22855
     -12.35298       2.23430
     -12.33998       2.24015
     -12.32598       2.24610
     -12.31298       2.25217
     -12.29898       2.25834
     -12.28598       2.26461
     -12.27298       2.27100
     -12.25898       2.27749
     -12.24598       2.28408
     -12.23198       2.29079
     -12.21898       2.29760
     -12.20498       2.30452
     -12.19198       2.31154
     -12.17798       2.31867
     -12.16498       2.32591
     -12.15198       2.33326
     -12.13798       2.34071
     -12.12498       2.34827
     -12.11098       2.35593
     -12.09798       2.36371
     -12.08398       2.37159
     -12.07098       2.37957
     -12.05698       2.38767
     -12.04398       2.39553
     -12.03098       2.40274
     -12.01698       2.40909
     -12.00398       2.41457
     -11.98998       2.41967
     -11.97698       2.42475
     -11.96298       2.42982
     -11.94998       2.43486
     -11.93598       2.43989
     -11.92298       2.44490
     -11.90998       2.44990
     -11.89598       2.45487
     -11.88298       2.45983
     -11.86898       2.46478
     -11.85598       2.46970
     -11.84198       2.47461
     -11.82898       2.47950
     -11.81598       2.48437
     -11.80198       2.48923
     -11.78898       2.49407
     -11.77498       2.49889
     -11.76198       2.50369
     -11.74798       2.50848
     -11.73498       2.51324
     -11.72098       2.51800
     -11.70798       2.52273
     -11.69498       2.52745
     -11.68098       2.53215
     -11.66798       2.53683
     -11.65398       2.54149
     -11.64098       2.54614
     -11.62698       2.55077
     -11.61398       2.55538
     -11.59998       2.55998
     -11.58698       2.56456
     -11.57398       2.56911
     -11.55998       2.57366
     -11.54698       2.57818
     -11.53298       2.58268
     -11.51998       2.58717
     -11.50598       2.59164
     -11.49298       2.59609
     -11.47898       2.60052
     -11.46598       2.60493
     -11.45298       2.60933
     -11.43898       2.61370
     -11.42598       2.61806
     -11.41198       2.62240
     -11.39898       2.62673
     -11.38498       2.63103
     -11.37198       2.63532
     -11.35798       2.63958
     -11.34498       2.64383
     -11.33198       2.64806
     -11.31798       2.65228
     -11.30498       2.65647
     -11.29098       2.66065
     -11.27798       2.66481
     -11.26398       2.66895
     -11.25098       2.67308
     -11.23798       2.67718
     -11.22398       2.68127
     -11.21098       2.68534
     -11.19698       2.68940
     -11.18398       2.69343
     -11.16998       2.69745
     -11.15698       2.70145
     -11.14298       2.70543
     -11.12998       2.70940
     -11.11698       2.71334
     -11.10298       2.71727
     -11.08998       2.72118
     -11.07598       2.72508
     -11.06298       2.72895
     -11.04898       2.73281
     -11.03598       2.73664
     -11.02198       2.74046
     -11.00898       2.74426
     -10.99598       2.74804
     -10.98198       2.75181
     -10.96898       2.75556
     -10.95498       2.75931
     -10.94198       2.76306
     -10.92798       2.76679
     -10.91498       2.77053
     -10.90098       2.77426
     -10.88798       2.77799
     -10.87498       2.78171
     -10.86098       2.78543
     -10.84798       2.78914
     -10.83398       2.79286
     -10.82098       2.79656
     -10.80698       2.80027
     -10.79398       2.80397
     -10.77998       2.80766
     -10.76698       2.81136
     -10.75398       2.81505
     -10.73998       2.81873
     -10.72698       2.82241
     -10.71298       2.82609
     -10.69998       2.82976
     -10.68598       2.83343
     -10.67298       2.83710
     -10.65998       2.84076
     -10.64598       2.84442
     -10.63298       2.84807
     -10.61898       2.85172
     -10.60598       2.85537
     -10.59198       2.85901
     -10.57898       2.86265
     -10.56498       2.86628
     -10.55198       2.86991
     -10.53898       2.87355
     -10.52498       2.87722
     -10.51198       2.88093
     -10.49798       2.88469
     -10.48498       2.88850
     -10.47098       2.89235
     -10.45798       2.89625
     -10.44398       2.90020
     -10.43098       2.90420
     -10.41798       2.90824
     -10.40398       2.91233
     -10.39098       2.91646
     -10.37698       2.92064
     -10.36398       2.92487
     -10.34998       2.92915
     -10.33698       2.93347
     -10.32298       2.93784
     -10.30998       2.94225
     -10.29698       2.94671
     -10.28298       2.95122
     -10.26998       2.95578
     -10.25598       2.96038
     -10.24298       2.96503
     -10.22898       2.96972
     -10.21598       2.97443
     -10.20198       2.97911
     -10.18898       2.98374
     -10.17598       2.98833
     -10.16198       2.99290
     -10.14898       2.99752
     -10.13498       3.00219
     -10.12198       3.00691
     -10.10798       3.01168
     -10.09498       3.01650
     -10.08198       3.02136
     -10.06798       3.02627
     -10.05498       3.03124
     -10.04098       3.03625
     -10.02798       3.04130
     -10.01398       3.04641
     -10.00098       3.05157
      -9.98698       3.05677
      -9.97398       3.06202
      -9.96098       3.06732
      -9.94698       3.07267
      -9.93398       3.07799
      -9.91998       3.08323
      -9.90698       3.08839
      -9.89298       3.09348
      -9.87998       3.09857
      -9.86598       3.10365
      -9.85298       3.10874
      -9.83998       3.11382
      -9.82598       3.11891
      -9.81298       3.12399
      -9.79898       3.12908
      -9.78598       3.13416
      -9.77198       3.13924
      -9.75898       3.14432
      -9.74498       3.14941
      -9.73198       3.15449
      -9.71898       3.15957
      -9.70498       3.16465
      -9.69198       3.16973
      -9.67798       3.17481
      -9.66498       3.17989
      -9.65098       3.18496
      -9.63798       3.19004
      -9.62398       3.19512
      -9.61098       3.20020
      -9.59798       3.20527
      -9.58398       3.21035
      -9.57098       3.21543
      -9.55698       3.22050
      -9.54398       3.22558
      -9.52998       3.23065
      -9.51698       3.23572
      -9.50298       3.24079
      -9.48998       3.24586
      -9.47698       3.25093
      -9.46298       3.25599
      -9.44998       3.26104
      -9.43598       3.26608
      -9.42298       3.27111
      -9.40898       3.27614
      -9.39598       3.28116
      -9.38298       3.28617
      -9.36898       3.29118
      -9.35598       3.29620
      -9.34198       3.30123
      -9.32898       3.30626
      -9.31498       3.31129
      -9.30198       3.31634
      -9.28798       3.32138
      -9.27498       3.32644
      -9.26198       3.33150
      -9.24798       3.33657
      -9.23498       3.34164
      -9.22098       3.34672
      -9.20798       3.35180
      -9.19398       3.35690
      -9.18098       3.36199
      -9.16698       3.36710
      -9.15398       3.37221
      -9.14098       3.37732
      -9.12698       3.38244
      -9.11398       3.38757
      -9.09998       3.39270
      -9.08698       3.39784
      -9.07298       3.40299
      -9.05998       3.40814
      -9.04598       3.41330
      -9.03298       3.41846
      -9.01998       3.42363
      -9.00598       3.42881
      -8.99298       3.43399
      -8.97898       3.43918
      -8.96598       3.44437
      -8.95198       3.44957
      -8.93898       3.45477
      -8.92498       3.45999
      -8.91198       3.46521
      -8.89898       3.47044
      -8.88498       3.47569
      -8.87198       3.48094
      -8.85798       3.48622
      -8.84498       3.49151
      -8.83098       3.49681
      -8.81798       3.50213
      -8.80498       3.50746
      -8.79098       3.51281
      -8.77798       3.51818
      -8.76398       3.52356
      -8.75098       3.52896
      -8.73698       3.53438
      -8.72398       3.53982
      -8.70998       3.54527
      -8.69698       3.55074
      -8.68398       3.55622
      -8.66998       3.56171
      -8.65698       3.56720
      -8.64298       3.57270
      -8.62998       3.57821
      -8.61598       3.58371
      -8.60298       3.58923
      -8.58898       3.59474
      -8.57598       3.60027
      -8.56298       3.60579
      -8.54898       3.61132
      -8.53598       3.61686
      -8.52198       3.62240
      -8.50898       3.62794
      -8.49498       3.63349
      -8.48198       3.63904
      -8.46798       3.64460
      -8.45498       3.65016
      -8.44198       3.65572
      -8.42798       3.66129
      -8.41498       3.66686
      -8.40098       3.67244
      -8.38798       3.67803
      -8.37398       3.68361
      -8.36098       3.68920
      -8.34698       3.69480
      -8.33398       3.70040
      -8.32098       3.70600
      -8.30698       3.71161
      -8.29398       3.71722
      -8.27998       3.72284
      -8.26698       3.72850
      -8.25298       3.73426
      -8.23998       3.74011
      -8.22698       3.74598
      -8.21298       3.75186
      -8.19998       3.75775
      -8.18598       3.76364
      -8.17298       3.76953
      -8.15898       3.77543
