     #Energy         C_s        C_px        C_py        C_pz
   -11.21098     0.10410     0.05764     0.05738     0.00000
   -11.19698     0.10350     0.05748     0.05722     0.00000
   -11.18398     0.10292     0.05732     0.05706     0.00000
   -11.16998     0.10234     0.05716     0.05690     0.00000
   -11.15698     0.10176     0.05698     0.05674     0.00000
   -11.14298     0.10118     0.05682     0.05658     0.00000
   -11.12998     0.10060     0.05666     0.05642     0.00000
   -11.11698     0.10000     0.05650     0.05626     0.00000
   -11.10298     0.09940     0.05634     0.05608     0.00000
   -11.08998     0.09878     0.05618     0.05592     0.00000
   -11.07598     0.09812     0.05600     0.05576     0.00000
   -11.06298     0.09748     0.05584     0.05558     0.00000
   -11.04898     0.09684     0.05566     0.05542     0.00000
   -11.03598     0.09620     0.05550     0.05526     0.00000
   -11.02198     0.09556     0.05532     0.05508     0.00000
   -11.00898     0.09490     0.05516     0.05492     0.00000
   -10.99598     0.09440     0.05502     0.05480     0.00000
   -10.98198     0.09392     0.05492     0.05470     0.00000
   -10.96898     0.09358     0.05484     0.05466     0.00000
   -10.95498     0.09330     0.05480     0.05464     0.00000
   -10.94198     0.09312     0.05480     0.05464     0.00000
   -10.92798     0.09296     0.05480     0.05464     0.00000
   -10.91498     0.09278     0.05480     0.05466     0.00000
   -10.90098     0.09260     0.05480     0.05466     0.00000
   -10.88798     0.09244     0.05482     0.05466     0.00000
   -10.87498     0.09226     0.05482     0.05466     0.00000
   -10.86098     0.09210     0.05482     0.05468     0.00000
   -10.84798     0.09192     0.05482     0.05468     0.00000
   -10.83398     0.09174     0.05482     0.05468     0.00000
   -10.82098     0.09158     0.05484     0.05470     0.00000
   -10.80698     0.09140     0.05484     0.05470     0.00000
   -10.79398     0.09122     0.05484     0.05470     0.00000
   -10.77998     0.09106     0.05484     0.05470     0.00000
   -10.76698     0.09088     0.05486     0.05472     0.00000
   -10.75398     0.09070     0.05486     0.05472     0.00000
   -10.73998     0.09052     0.05486     0.05472     0.00000
   -10.72698     0.09034     0.05486     0.05474     0.00000
   -10.71298     0.09018     0.05488     0.05474     0.00000
   -10.69998     0.09000     0.05488     0.05474     0.00000
   -10.68598     0.08982     0.05488     0.05476     0.00000
   -10.67298     0.08964     0.05488     0.05476     0.00000
   -10.65998     0.08946     0.05490     0.05476     0.00000
   -10.64598     0.08928     0.05490     0.05478     0.00000
   -10.63298     0.08910     0.05490     0.05478     0.00000
   -10.61898     0.08892     0.05492     0.05480     0.00000
   -10.60598     0.08876     0.05492     0.05480     0.00000
   -10.59198     0.08858     0.05492     0.05480     0.00000
   -10.57898     0.08840     0.05494     0.05482     0.00000
   -10.56498     0.08822     0.05494     0.05482     0.00000
   -10.55198     0.08804     0.05494     0.05482     0.00000
   -10.53898     0.08790     0.05536     0.05524     0.00000
   -10.52498     0.08784     0.05656     0.05644     0.00000
   -10.51198     0.08778     0.05774     0.05764     0.00000
   -10.49798     0.08772     0.05894     0.05882     0.00000
   -10.48498     0.08766     0.06012     0.06002     0.00000
   -10.47098     0.08762     0.06132     0.06122     0.00000
   -10.45798     0.08758     0.06252     0.06240     0.00000
   -10.44398     0.08752     0.06370     0.06360     0.00000
   -10.43098     0.08748     0.06490     0.06478     0.00000
   -10.41798     0.08742     0.06608     0.06596     0.00000
   -10.40398     0.08738     0.06726     0.06716     0.00000
   -10.39098     0.08732     0.06844     0.06834     0.00000
   -10.37698     0.08728     0.06964     0.06952     0.00000
   -10.36398     0.08724     0.07082     0.07070     0.00000
   -10.34998     0.08720     0.07200     0.07188     0.00000
   -10.33698     0.08716     0.07318     0.07306     0.00000
   -10.32298     0.08712     0.07436     0.07424     0.00000
   -10.30998     0.08708     0.07554     0.07540     0.00000
   -10.29698     0.08704     0.07672     0.07658     0.00000
   -10.28298     0.08700     0.07790     0.07776     0.00000
   -10.26998     0.08698     0.07908     0.07894     0.00000
   -10.25598     0.08696     0.08026     0.08012     0.00000
   -10.24298     0.08692     0.08144     0.08128     0.00000
   -10.22898     0.08690     0.08262     0.08246     0.00000
   -10.21598     0.08504     0.08304     0.08280     0.00000
   -10.20198     0.08188     0.08302     0.08244     0.00000
   -10.18898     0.07984     0.08336     0.08268     0.00000
   -10.17598     0.07634     0.08274     0.08258     0.00000
   -10.16198     0.07640     0.08392     0.08376     0.00000
   -10.14898     0.07648     0.08512     0.08494     0.00000
   -10.13498     0.07654     0.08630     0.08612     0.00000
   -10.12198     0.07662     0.08748     0.08730     0.00000
   -10.10798     0.07668     0.08868     0.08848     0.00000
   -10.09498     0.07676     0.08986     0.08966     0.00000
   -10.08198     0.07684     0.09104     0.09084     0.00000
   -10.06798     0.07692     0.09224     0.09202     0.00000
   -10.05498     0.07700     0.09342     0.09320     0.00000
   -10.04098     0.07708     0.09460     0.09436     0.00000
   -10.02798     0.07718     0.09580     0.09554     0.00000
   -10.01398     0.07726     0.09698     0.09672     0.00000
   -10.00098     0.07736     0.09816     0.09788     0.00000
    -9.98698     0.07746     0.09934     0.09906     0.00000
    -9.97398     0.07756     0.10052     0.10022     0.00000
    -9.96098     0.07766     0.10170     0.10140     0.00000
    -9.94698     0.07776     0.10288     0.10256     0.00000
    -9.93398     0.07788     0.10002     0.10028     0.00000
    -9.91998     0.07898     0.09906     0.09986     0.00000
    -9.90698     0.07884     0.09604     0.09616     0.00000
    -9.89298     0.07874     0.09612     0.09624     0.00000
    -9.87998     0.07864     0.09620     0.09632     0.00000
    -9.86598     0.07854     0.09628     0.09638     0.00000
    -9.85298     0.07844     0.09636     0.09646     0.00000
    -9.83998     0.07834     0.09644     0.09652     0.00000
    -9.82598     0.07824     0.09652     0.09660     0.00000
    -9.81298     0.07814     0.09660     0.09668     0.00000
    -9.79898     0.07804     0.09668     0.09674     0.00000
    -9.78598     0.07794     0.09676     0.09682     0.00000
    -9.77198     0.07784     0.09684     0.09688     0.00000
    -9.75898     0.07774     0.09692     0.09696     0.00000
    -9.74498     0.07764     0.09698     0.09702     0.00000
    -9.73198     0.07754     0.09706     0.09710     0.00000
    -9.71898     0.07744     0.09714     0.09718     0.00000
    -9.70498     0.07734     0.09722     0.09724     0.00000
    -9.69198     0.07724     0.09730     0.09732     0.00000
    -9.67798     0.07714     0.09738     0.09738     0.00000
    -9.66498     0.07706     0.09746     0.09746     0.00000
    -9.65098     0.07696     0.09754     0.09752     0.00000
    -9.63798     0.07686     0.09762     0.09760     0.00000
    -9.62398     0.07676     0.09770     0.09766     0.00000
    -9.61098     0.07666     0.09776     0.09774     0.00000
    -9.59798     0.07658     0.09784     0.09780     0.00000
    -9.58398     0.07648     0.09792     0.09786     0.00000
    -9.57098     0.07638     0.09800     0.09792     0.00000
    -9.55698     0.07628     0.09806     0.09800     0.00000
    -9.54398     0.07618     0.09814     0.09806     0.00000
    -9.52998     0.07608     0.09822     0.09812     0.00000
    -9.51698     0.07598     0.09828     0.09818     0.00000
    -9.50298     0.07584     0.09834     0.09822     0.00000
    -9.48998     0.07568     0.09838     0.09824     0.00000
    -9.47698     0.07544     0.09838     0.09824     0.00000
    -9.46298     0.07516     0.09836     0.09820     0.00000
    -9.44998     0.07488     0.09832     0.09816     0.00000
    -9.43598     0.07458     0.09828     0.09812     0.00000
    -9.42298     0.07428     0.09826     0.09806     0.00000
    -9.40898     0.07398     0.09822     0.09802     0.00000
    -9.39598     0.07370     0.09820     0.09798     0.00000
    -9.38298     0.07342     0.09824     0.09808     0.00000
    -9.36898     0.07316     0.09852     0.09836     0.00000
    -9.35598     0.07292     0.09880     0.09866     0.00000
    -9.34198     0.07266     0.09910     0.09894     0.00000
    -9.32898     0.07242     0.09940     0.09924     0.00000
    -9.31498     0.07218     0.09970     0.09952     0.00000
    -9.30198     0.07192     0.10000     0.09982     0.00000
    -9.28798     0.07168     0.10030     0.10012     0.00000
    -9.27498     0.07144     0.10060     0.10040     0.00000
    -9.26198     0.07120     0.10090     0.10070     0.00000
    -9.24798     0.07094     0.10120     0.10100     0.00000
    -9.23498     0.07070     0.10150     0.10128     0.00000
    -9.22098     0.07046     0.10180     0.10158     0.00000
    -9.20798     0.07022     0.10210     0.10188     0.00000
    -9.19398     0.06996     0.10240     0.10216     0.00000
    -9.18098     0.06972     0.10270     0.10246     0.00000
    -9.16698     0.06948     0.10300     0.10276     0.00000
    -9.15398     0.06924     0.10330     0.10304     0.00000
    -9.14098     0.06898     0.10360     0.10334     0.00000
    -9.12698     0.06874     0.10390     0.10362     0.00000
    -9.11398     0.06850     0.10420     0.10392     0.00000
    -9.09998     0.06826     0.10450     0.10422     0.00000
    -9.08698     0.06802     0.10480     0.10450     0.00000
    -9.07298     0.06778     0.10510     0.10480     0.00000
    -9.05998     0.06752     0.10538     0.10510     0.00000
    -9.04598     0.06728     0.10568     0.10538     0.00000
    -9.03298     0.06704     0.10598     0.10568     0.00000
    -9.01998     0.06680     0.10628     0.10598     0.00000
    -9.00598     0.06656     0.10658     0.10626     0.00000
    -8.99298     0.06632     0.10688     0.10656     0.00000
    -8.97898     0.06608     0.10718     0.10684     0.00000
    -8.96598     0.06582     0.10748     0.10714     0.00000
    -8.95198     0.06558     0.10778     0.10744     0.00000
    -8.93898     0.06534     0.10808     0.10772     0.00000
    -8.92498     0.06514     0.10840     0.10804     0.00000
    -8.91198     0.06502     0.10874     0.10840     0.00000
    -8.89898     0.06494     0.10910     0.10878     0.00000
    -8.88498     0.06492     0.10952     0.10920     0.00000
    -8.87198     0.06492     0.10994     0.10960     0.00000
    -8.85798     0.06490     0.11034     0.11002     0.00000
    -8.84498     0.06490     0.11078     0.11042     0.00000
    -8.83098     0.06490     0.11136     0.11074     0.00000
    -8.81798     0.06488     0.11196     0.11110     0.00000
    -8.80498     0.06488     0.11254     0.11154     0.00000
    -8.79098     0.06488     0.11310     0.11206     0.00000
    -8.77798     0.06486     0.11368     0.11262     0.00000
    -8.76398     0.06486     0.11426     0.11320     0.00000
    -8.75098     0.06486     0.11482     0.11378     0.00000
    -8.73698     0.06484     0.11540     0.11434     0.00000
    -8.72398     0.06484     0.11598     0.11492     0.00000
    -8.70998     0.06480     0.11650     0.11548     0.00000
    -8.69698     0.06474     0.11686     0.11606     0.00000
    -8.68398     0.06468     0.11718     0.11654     0.00000
    -8.66998     0.06458     0.11744     0.11692     0.00000
    -8.65698     0.06446     0.11768     0.11718     0.00000
    -8.64298     0.06434     0.11790     0.11740     0.00000
    -8.62998     0.06422     0.11812     0.11762     0.00000
    -8.61598     0.06410     0.11834     0.11784     0.00000
    -8.60298     0.06398     0.11858     0.11806     0.00000
    -8.58898     0.06386     0.11880     0.11828     0.00000
    -8.57598     0.06374     0.11902     0.11850     0.00000
    -8.56298     0.06362     0.11924     0.11872     0.00000
    -8.54898     0.06350     0.11946     0.11894     0.00000
    -8.53598     0.06338     0.11968     0.11916     0.00000
    -8.52198     0.06326     0.11990     0.11938     0.00000
    -8.50898     0.06314     0.12014     0.11962     0.00000
    -8.49498     0.06302     0.12036     0.11984     0.00000
    -8.48198     0.06290     0.12058     0.12006     0.00000
    -8.46798     0.06278     0.12080     0.12028     0.00000
    -8.45498     0.06266     0.12102     0.12050     0.00000
    -8.44198     0.06254     0.12124     0.12072     0.00000
    -8.42798     0.06242     0.12148     0.12094     0.00000
    -8.41498     0.06230     0.12170     0.12116     0.00000
    -8.40098     0.06218     0.12192     0.12138     0.00000
    -8.38798     0.06204     0.12214     0.12162     0.00000
    -8.37398     0.06192     0.12238     0.12184     0.00000
    -8.36098     0.06180     0.12260     0.12206     0.00000
    -8.34698     0.06168     0.12282     0.12228     0.00000
    -8.33398     0.06156     0.12304     0.12250     0.00000
    -8.32098     0.06142     0.12328     0.12272     0.00000
    -8.30698     0.06130     0.12350     0.12296     0.00000
    -8.29398     0.06118     0.12372     0.12318     0.00000
    -8.27998     0.06106     0.12406     0.12346     0.00000
    -8.26698     0.06118     0.12578     0.12576     0.00000
    -8.25298     0.06146     0.12904     0.12922     0.00000
    -8.23998     0.06148     0.13068     0.13038     0.00000
    -8.22698     0.06134     0.13094     0.13064     0.00000
    -8.21298     0.06118     0.13120     0.13088     0.00000
    -8.19998     0.06104     0.13146     0.13114     0.00000
    -8.18598     0.06088     0.13172     0.13140     0.00000
    -8.17298     0.06074     0.13198     0.13166     0.00000
    -8.15898     0.06058     0.13222     0.13192     0.00000
    -8.14598     0.06044     0.13248     0.13216     0.00000
    -8.13198     0.06028     0.13274     0.13242     0.00000
    -8.11898     0.06014     0.13300     0.13268     0.00000
    -8.10598     0.05998     0.13326     0.13294     0.00000
    -8.09198     0.05984     0.13352     0.13320     0.00000
    -8.07898     0.05968     0.13378     0.13346     0.00000
    -8.06498     0.05954     0.13404     0.13370     0.00000
    -8.05198     0.05938     0.13428     0.13396     0.00000
    -8.03798     0.05922     0.13454     0.13422     0.00000
    -8.02498     0.05908     0.13480     0.13448     0.00000
    -8.01098     0.05892     0.13506     0.13474     0.00000
    -7.99798     0.05878     0.13532     0.13500     0.00000
    -7.98498     0.05862     0.13558     0.13524     0.00000
    -7.97098     0.05848     0.13584     0.13550     0.00000
    -7.95798     0.05832     0.13610     0.13576     0.00000
    -7.94398     0.05818     0.13636     0.13602     0.00000
    -7.93098     0.05802     0.13662     0.13628     0.00000
    -7.91698     0.05756     0.13668     0.13632     0.00000
    -7.90398     0.05560     0.13600     0.13522     0.00000
    -7.88998     0.05364     0.13494     0.13444     0.00000
    -7.87698     0.05276     0.13462     0.13432     0.00000
    -7.86398     0.05268     0.13490     0.13458     0.00000
    -7.84998     0.05258     0.13516     0.13486     0.00005
    -7.83698     0.05248     0.13540     0.13512     0.00012
    -7.82298     0.05240     0.13566     0.13538     0.00021
    -7.80998     0.05230     0.13590     0.13562     0.00035
    -7.79598     0.05220     0.13614     0.13586     0.00049
    -7.78298     0.05210     0.13638     0.13610     0.00063
    -7.76898     0.05200     0.13664     0.13634     0.00077
    -7.75598     0.05190     0.13688     0.13658     0.00092
    -7.74298     0.05180     0.13712     0.13682     0.00107
    -7.72898     0.05170     0.13736     0.13706     0.00121
    -7.71598     0.05160     0.13760     0.13730     0.00136
    -7.70198     0.05150     0.13784     0.13754     0.00151
    -7.68898     0.05140     0.13808     0.13778     0.00166
    -7.67498     0.05130     0.13830     0.13802     0.00182
    -7.66198     0.05120     0.13854     0.13826     0.00197
    -7.64898     0.05110     0.13878     0.13848     0.00213
    -7.63498     0.05102     0.14378     0.13866     0.00229
    -7.62198     0.05090     0.14454     0.13888     0.00244
    -7.60798     0.05082     0.14586     0.14078     0.00851
    -7.59498     0.05072     0.14730     0.14312     0.02828
    -7.58098     0.05060     0.14820     0.14374     0.04804
    -7.56798     0.05052     0.15028     0.14810     0.06782
    -7.55398     0.05040     0.15130     0.14912     0.08760
    -7.54098     0.05028     0.15232     0.15014     0.10738
    -7.52798     0.05016     0.15334     0.15116     0.12716
    -7.51398     0.05004     0.15436     0.15218     0.14694
    -7.50098     0.04992     0.15538     0.15320     0.16672
    -7.48698     0.04980     0.15638     0.15422     0.18652
    -7.47398     0.04968     0.15740     0.15524     0.09804
    -7.45998     0.04956     0.15842     0.15626     0.09988
    -7.44698     0.04942     0.15944     0.15732     0.10174
    -7.43298     0.04930     0.16054     0.15848     0.10360
    -7.41998     0.04918     0.16174     0.15970     0.10544
    -7.40698     0.04904     0.16276     0.16092     0.10730
    -7.39298     0.04890     0.16366     0.16210     0.10916
    -7.37998     0.04878     0.16454     0.16320     0.11102
    -7.36598     0.04864     0.16538     0.16420     0.11288
    -7.35298     0.04848     0.16616     0.16506     0.11474
    -7.33898     0.04834     0.16692     0.16582     0.11660
    -7.32598     0.04820     0.16766     0.16656     0.11848
    -7.31198     0.04804     0.16842     0.16730     0.12034
    -7.29898     0.04790     0.16916     0.16806     0.12222
    -7.28598     0.04774     0.16990     0.16880     0.12408
    -7.27198     0.04758     0.17066     0.16954     0.12596
    -7.25898     0.04744     0.17140     0.17028     0.12782
    -7.24498     0.04728     0.17214     0.17104     0.12970
    -7.23198     0.04712     0.17290     0.17178     0.13036
    -7.21798     0.04698     0.17364     0.17252     0.12862
    -7.20498     0.04682     0.17438     0.17326     0.12688
    -7.19098     0.04666     0.17512     0.17400     0.12512
    -7.17798     0.04650     0.17588     0.17474     0.12338
    -7.16498     0.04634     0.17662     0.17548     0.12164
    -7.15098     0.04618     0.17736     0.17622     0.11988
    -7.13798     0.04602     0.17810     0.17696     0.11814
    -7.12398     0.04586     0.17884     0.17770     0.11640
    -7.11098     0.04568     0.17958     0.17842     0.11490
    -7.09698     0.04552     0.18032     0.17916     0.11568
    -7.08398     0.04536     0.18106     0.17990     0.11650
    -7.07098     0.04520     0.18182     0.18064     0.11734
    -7.05698     0.04502     0.18256     0.18136     0.11818
    -7.04398     0.04486     0.18330     0.18210     0.11902
    -7.02998     0.04468     0.18402     0.18284     0.11986
    -7.01698     0.04452     0.18476     0.18356     0.12070
    -7.00298     0.04452     0.18586     0.18450     0.12186
    -6.98998     0.04510     0.18824     0.18598     0.12412
    -6.97598     0.04590     0.19110     0.18772     0.12688
    -6.96298     0.04738     0.19456     0.19094     0.13102
    -6.94998     0.04904     0.19790     0.19472     0.13576
    -6.93598     0.05062     0.20100     0.19832     0.14066
    -6.92298     0.05214     0.20420     0.20180     0.14572
    -6.90898     0.05356     0.20700     0.20500     0.15096
    -6.89598     0.05492     0.20980     0.20800     0.15636
    -6.88198     0.05620     0.21240     0.21100     0.16192
    -6.86898     0.05742     0.21500     0.21380     0.16766
    -6.85498     0.05856     0.21740     0.21640     0.17356
    -6.84198     0.05964     0.21980     0.21900     0.17964
    -6.82898     0.06064     0.22220     0.22160     0.18586
    -6.81498     0.06158     0.22420     0.22380     0.19226
    -6.80198     0.06244     0.22640     0.22600     0.19884
    -6.78798     0.06322     0.22840     0.22820     0.20560
    -6.77498     0.06394     0.23020     0.23020     0.21240
    -6.76098     0.06464     0.23760     0.23200     0.21960
    -6.74798     0.06526     0.24620     0.23380     0.22680
    -6.73398     0.07482     0.26960     0.25140     0.25300
    -6.72098     0.07198     0.27460     0.25260     0.23680
    -6.70798     0.06904     0.27940     0.25380     0.22080
    -6.69398     0.06604     0.28520     0.25800     0.20500
    -6.68098     0.06298     0.29160     0.26400     0.18956
    -6.66698     0.05982     0.29780     0.27020     0.17424
    -6.65398     0.05652     0.29920     0.27600     0.15912
    -6.63998     0.05312     0.30000     0.28180     0.14422
    -6.62698     0.04964     0.30020     0.28640     0.12952
    -6.61298     0.04600     0.29920     0.28780     0.11502
    -6.59998     0.04228     0.29820     0.28920     0.10072
    -6.58698     0.03842     0.29600     0.28720     0.08664
    -6.57298     0.03448     0.29340     0.28440     0.07276
    -6.55998     0.03044     0.29060     0.28140     0.05910
    -6.54598     0.02632     0.28780     0.27820     0.04564
    -6.53298     0.02212     0.28460     0.27500     0.03238
    -6.51898     0.01782     0.28160     0.27160     0.01932
    -6.50598     0.01456     0.27940     0.27040     0.00783
    -6.49198     0.01323     0.28040     0.27240     0.00050
    -6.47898     0.01302     0.28360     0.27560     0.00000
    -6.46598     0.01286     0.28680     0.27880     0.00000
    -6.45198     0.01270     0.29020     0.28220     0.00000
    -6.43898     0.01254     0.29340     0.28540     0.00000
    -6.42498     0.01238     0.29660     0.28860     0.00000
    -6.41198     0.01221     0.30000     0.29200     0.00000
    -6.39798     0.01181     0.26440     0.29520     0.00000
    -6.38498     0.01165     0.26340     0.29860     0.00000
    -6.37198     0.01149     0.26220     0.30180     0.00000
    -6.35798     0.01109     0.25120     0.27560     0.00000
    -6.34498     0.01092     0.24820     0.27560     0.00000
    -6.33098     0.01073     0.24460     0.27560     0.00000
    -6.31798     0.01030     0.23040     0.24420     0.00000
    -6.30398     0.01009     0.22540     0.24000     0.00000
    -6.29098     0.00988     0.22020     0.23560     0.00000
    -6.27698     0.01119     0.23120     0.25300     0.01123
    -6.26398     0.01395     0.26240     0.28680     0.03478
    -6.25098     0.01541     0.28460     0.29720     0.05414
    -6.23698     0.01495     0.27660     0.28940     0.06462
    -6.22398     0.01438     0.26720     0.28060     0.07458
    -6.20998     0.01383     0.25760     0.27180     0.08450
    -6.19698     0.01327     0.24820     0.26280     0.09438
    -6.18298     0.01277     0.24120     0.25400     0.10420
    -6.16998     0.01227     0.23480     0.24520     0.11400
    -6.15598     0.01179     0.22840     0.23660     0.12374
    -6.14298     0.01136     0.22280     0.23000     0.13342
    -6.12998     0.01098     0.21760     0.22320     0.14140
    -6.11598     0.01221     0.21740     0.21940     0.14180
    -6.10298     0.01445     0.22060     0.21760     0.14118
    -6.08898     0.01738     0.22540     0.21760     0.14248
    -6.07598     0.02164     0.23020     0.22420     0.14738
    -6.06198     0.02564     0.23440     0.23020     0.15292
    -6.04898     0.02936     0.23840     0.23560     0.15910
    -6.03498     0.03280     0.24200     0.24060     0.16592
    -6.02198     0.03598     0.24520     0.24500     0.17338
    -6.00898     0.03832     0.24620     0.24860     0.18020
    -5.99498     0.03824     0.24200     0.24700     0.18162
    -5.98198     0.03740     0.23720     0.24240     0.18086
    -5.96798     0.03658     0.23260     0.23800     0.18006
    -5.95498     0.03576     0.22800     0.23360     0.17922
    -5.94098     0.03496     0.22340     0.22920     0.17834
    -5.92798     0.03414     0.21880     0.22480     0.17740
    -5.91398     0.03336     0.21420     0.22040     0.17642
    -5.90098     0.03256     0.20980     0.21600     0.17540
    -5.88798     0.03180     0.20520     0.21180     0.17432
    -5.87398     0.03102     0.20080     0.20760     0.17320
    -5.86098     0.03026     0.19638     0.20340     0.17204
    -5.84698     0.02952     0.19294     0.19916     0.17102
    -5.83398     0.02888     0.19624     0.19522     0.17138
    -5.81998     0.02828     0.20260     0.19308     0.17290
    -5.80698     0.02768     0.20920     0.19342     0.17532
    -5.79398     0.02716     0.21800     0.20060     0.18016
    -5.77998     0.02666     0.21660     0.21560     0.18346
    -5.76698     0.02612     0.20920     0.23400     0.18594
    -5.75298     0.02550     0.20080     0.24800     0.18770
    -5.73998     0.02468     0.18614     0.24160     0.18208
    -5.72598     0.02384     0.17208     0.23540     0.17588
    -5.71298     0.02274     0.14750     0.19642     0.15746
    -5.69898     0.02164     0.12298     0.15578     0.13440
    -5.68598     0.02060     0.10022     0.11870     0.10826
    -5.67298     0.01960     0.07924     0.08518     0.07906
    -5.65898     0.01865     0.06004     0.05520     0.04678
    -5.64598     0.01815     0.04952     0.04792     0.03228
    -5.63198     0.01797     0.04748     0.04754     0.02924
    -5.61898     0.01783     0.04722     0.04730     0.02784
    -5.60498     0.01768     0.04694     0.04704     0.02646
    -5.59198     0.01753     0.04664     0.04676     0.02510
    -5.57798     0.01737     0.04634     0.04646     0.02376
    -5.56498     0.01721     0.04602     0.04616     0.02244
    -5.55198     0.01704     0.04568     0.04584     0.02112
    -5.53798     0.01687     0.04534     0.04552     0.01983
    -5.52498     0.01669     0.04498     0.04518     0.01856
    -5.51098     0.01651     0.04460     0.04482     0.01731
    -5.49798     0.01632     0.04422     0.04444     0.01607
    -5.48398     0.01613     0.04382     0.04406     0.01485
    -5.47098     0.01593     0.04340     0.04366     0.01365
    -5.45698     0.01573     0.04298     0.04326     0.01246
    -5.44398     0.01553     0.04254     0.04284     0.01129
    -5.43098     0.01532     0.04208     0.04240     0.01014
    -5.41698     0.01500     0.04146     0.04178     0.00863
    -5.40398     0.01346     0.03876     0.03908     0.00282
    -5.38998     0.01266     0.03770     0.03742     0.00000
    -5.37698     0.01259     0.03766     0.03738     0.00000
    -5.36298     0.01297     0.04138     0.05790     0.01015
    -5.34998     0.01435     0.07894     0.10078     0.04736
    -5.33598     0.01595     0.12790     0.14580     0.10132
    -5.32298     0.01729     0.17044     0.18416     0.16316
    -5.30998     0.01837     0.20660     0.21580     0.23280
    -5.29598     0.01822     0.22920     0.19752     0.22820
    -5.28298     0.01705     0.19628     0.17884     0.15270
    -5.26898     0.01643     0.17980     0.16958     0.12646
    -5.25598     0.01620     0.17660     0.16710     0.13362
    -5.24198     0.01597     0.17318     0.16464     0.14088
    -5.22898     0.01574     0.16956     0.16220     0.14824
    -5.21598     0.01552     0.16574     0.15978     0.15570
    -5.20198     0.01556     0.21880     0.15802     0.17284
    -5.18898     0.01577     0.28180     0.15664     0.19290
    -5.17498     0.01629     0.33360     0.22180     0.22260
    -5.16198     0.01651     0.33480     0.27540     0.24080
    -5.14798     0.01714     0.35580     0.39600     0.27460
    -5.13498     0.01739     0.35560     0.44920     0.29360
    -5.12098     0.01649     0.31860     0.39320     0.27940
    -5.10798     0.01546     0.27780     0.32500     0.25340
    -5.09498     0.01453     0.24040     0.26400     0.22080
    -5.08098     0.01370     0.20680     0.21020     0.18208
    -5.06798     0.01310     0.18026     0.17398     0.14716
    -5.05398     0.01286     0.16548     0.16720     0.13508
    -5.04098     0.01277     0.16260     0.16554     0.13424
    -5.02698     0.01269     0.16108     0.16394     0.13438
    -5.01398     0.01262     0.15958     0.16234     0.13452
    -4.99998     0.01254     0.15808     0.16074     0.13464
    -4.98698     0.01246     0.15660     0.15916     0.13476
    -4.97398     0.01238     0.15512     0.15760     0.13484
    -4.95998     0.01231     0.15366     0.15606     0.13492
    -4.94698     0.01223     0.15220     0.15452     0.13498
    -4.93298     0.01215     0.15076     0.15302     0.13502
    -4.91998     0.01208     0.14934     0.15150     0.13506
    -4.90598     0.01200     0.14792     0.15002     0.13508
    -4.89298     0.01192     0.14652     0.14854     0.13508
    -4.87898     0.01185     0.14514     0.14708     0.13506
    -4.86598     0.01177     0.14376     0.14562     0.13504
    -4.85298     0.01170     0.14240     0.14420     0.13498
    -4.83898     0.01162     0.14104     0.14276     0.13492
    -4.82598     0.01154     0.13970     0.14136     0.13486
    -4.81198     0.01147     0.13838     0.13996     0.13476
    -4.79898     0.01139     0.13706     0.13858     0.13466
    -4.78498     0.01131     0.13574     0.13722     0.13454
    -4.77198     0.01124     0.13446     0.13588     0.13440
    -4.75798     0.01116     0.13318     0.13454     0.13426
    -4.74498     0.01109     0.13190     0.13320     0.13408
    -4.73198     0.01101     0.13064     0.13190     0.13390
    -4.71798     0.01093     0.12940     0.13060     0.13370
    -4.70498     0.01086     0.12816     0.12932     0.13350
    -4.69098     0.01078     0.12694     0.12806     0.13328
    -4.67798     0.01071     0.12574     0.12680     0.13304
    -4.66398     0.01063     0.12454     0.12556     0.13278
    -4.65098     0.01056     0.12336     0.12434     0.13250
    -4.63798     0.01048     0.12218     0.12312     0.13222
    -4.62398     0.01041     0.12104     0.12196     0.13194
    -4.61098     0.01033     0.12000     0.12112     0.13190
    -4.59698     0.01025     0.11910     0.12050     0.13204
    -4.58398     0.01018     0.11850     0.11988     0.13230
    -4.56998     0.01010     0.11790     0.11926     0.13254
    -4.55698     0.01000     0.11734     0.11864     0.13280
    -4.54298     0.00989     0.11682     0.11802     0.13306
    -4.52998     0.00976     0.11624     0.11746     0.13332
    -4.51698     0.00963     0.11586     0.11688     0.13356
    -4.50298     0.00949     0.11582     0.11628     0.13382
    -4.48998     0.00934     0.11584     0.11594     0.13408
    -4.47598     0.00918     0.11592     0.11578     0.13434
    -4.46298     0.00900     0.11610     0.11600     0.13460
    -4.44898     0.00882     0.11628     0.11624     0.13484
    -4.43598     0.00865     0.11646     0.11646     0.13510
    -4.42198     0.00847     0.11664     0.11670     0.13536
    -4.40898     0.00829     0.11764     0.11782     0.13562
    -4.39598     0.00808     0.12172     0.12362     0.13588
    -4.38198     0.00793     0.12308     0.12428     0.13612
    -4.36898     0.00781     0.12252     0.12372     0.13632
    -4.35498     0.00769     0.12196     0.12318     0.13640
    -4.34198     0.00757     0.12138     0.12262     0.13638
    -4.32798     0.00745     0.12082     0.12206     0.13634
    -4.31498     0.00733     0.12026     0.12152     0.13630
    -4.30098     0.00722     0.11970     0.12096     0.13624
    -4.28798     0.00710     0.11914     0.12040     0.13620
    -4.27498     0.00698     0.11856     0.11984     0.13616
